placeId,address,category,phone,latitude,longitude,status,type,googleUrl,storeName,ratingText,stars,numberOfReviews,tileNumber
JqfVnGJbI5zsRfSAldL7pizg,"Shop No.14, Serene Shelter, next to Saraswat Bank, opp. Aryan Hospital",Baby store, 074987 86143,19.0635798,72.8822336,Avaliable,In-store shopping,https://www.google.com/maps/place/Diaper+Point/data=!4m7!3m6!1s0x3be7c8961867f5a9:0x388be9be7425207d!8m2!3d19.0635798!4d72.8822336!16s%2Fg%2F11bwydc6ny!19sChIJqfVnGJbI5zsRfSAldL7pizg?authuser=0&hl=en&rclk=1,Diaper Point,5.0 stars 38 Reviews,5,38,"z=16,x=46035,y=29231"
J79X_OL7I5zsRn7JreihBEIQ,"Shop No. 9, Sahara Rahivasi, Sangh Umar Wadi, Kurla E",Indian sweets shop, 099209 98272,19.0609727,72.8791366,Avaliable,In-store shopping,https://www.google.com/maps/place/Suleman+Mithai+Wale/data=!4m7!3m6!1s0x3be7c8be38ffd5ef:0x841041287a6bb29f!8m2!3d19.0609727!4d72.8791366!16s%2Fg%2F11t5n45jlm!19sChIJ79X_OL7I5zsRn7JreihBEIQ?authuser=0&hl=en&rclk=1,Suleman Mithai Wale,4.3 stars 3 Reviews,4.3,3,"z=16,x=46035,y=29232"
JZ_PZEJbI5zsRBAEmDW2wKC8,Shop No.G-20/21/22/23 Nehru Nagar S.G Barve Marg Kurla East,Supermarket, 022 2522 1516,19.0614869,72.8841189,Avaliable,In-store shopping,https://www.google.com/maps/place/Kirana+Ghar/data=!4m7!3m6!1s0x3be7c89610d9f367:0x2f28b06d0d260104!8m2!3d19.0614869!4d72.8841189!16s%2Fg%2F11c51sg_ld!19sChIJZ_PZEJbI5zsRBAEmDW2wKC8?authuser=0&hl=en&rclk=1,Kirana Ghar,4.0 stars 332 Reviews,4,332,"z=16,x=46036,y=29232"
JJ7NBgb3I5zsRMugIWOU2M1A,"S.G. Barve Road Nehru Nagar, Kurla",General store, 098925 60650,19.0623284,72.8836853,Avaliable,In-store shopping,https://www.google.com/maps/place/Geeta+General+Stores/data=!4m7!3m6!1s0x3be7c8bd8141b327:0x503336e55808e832!8m2!3d19.0623284!4d72.8836853!16s%2Fg%2F1pv6086c0!19sChIJJ7NBgb3I5zsRMugIWOU2M1A?authuser=0&hl=en&rclk=1,Geeta General Stores,4.5 stars 4 Reviews,4.5,4,"z=16,x=46036,y=29231"
Jp3ZMawjJ5zsRbgMsg7Ozi7A,"Shop No.9, near by Bmc Hospital",Grocery store,098205 93146,19.0602559,72.876806,Avaliable,Delivery,https://www.google.com/maps/place/Musa+Qaudri+Shop/data=!4m7!3m6!1s0x3be7c9086b4c76a7:0xb08bb3b3832c036e!8m2!3d19.0602559!4d72.876806!16s%2Fg%2F11p677rgb6!19sChIJp3ZMawjJ5zsRbgMsg7Ozi7A?authuser=0&hl=en&rclk=1,Musa Qaudri Shop,3.0 stars 1 Reviews,3,1,"z=16,x=46034,y=29232"
JOxwBiijJ5zsRQJhmzqYYHYQ,"Shop No.11, Shirin Shelter",Saree Shop,070217 08706,19.063684,72.8821759,Avaliable,In-store shopping,https://www.google.com/maps/place/Manmandir+Saree+And+Readymade+Centre/data=!4m7!3m6!1s0x3be7c9288a011c3b:0x841d18a6ce669840!8m2!3d19.063684!4d72.8821759!16s%2Fg%2F11kb2yx60p!19sChIJOxwBiijJ5zsRQJhmzqYYHYQ?authuser=0&hl=en&rclk=1,Manmandir Saree And Readymade Centre,5.0 stars 2 Reviews,5,2,"z=16,x=46035,y=29231"
JZcdIdL7I5zsRgl44k9C4yPQ,"Shop C-22, S G Brave Marg, Opposite Sawali Hotel, Nehru Nagar, Kurla East, Kurla East",Book store, 097024 40927,19.0598946,72.877391,Avaliable,In-store shopping,https://www.google.com/maps/place/Rajkamal+Stores/data=!4m7!3m6!1s0x3be7c8be7448c765:0xf4c8b8d093385e82!8m2!3d19.0598946!4d72.877391!16s%2Fg%2F1tfr_jpk!19sChIJZcdIdL7I5zsRgl44k9C4yPQ?authuser=0&hl=en&rclk=1,Rajkamal Stores,3.0 stars 4 Reviews,3,4,"z=16,x=46034,y=29232"
JQbBWbc7J5zsRlUryN1FSg2c,"SHOP NO 01, Kurla 400024",Clothing store,099875 38708,19.062592,72.8789558,Avaliable,NA,https://www.google.com/maps/place/AASIF+CLOTHES/data=!4m7!3m6!1s0x3be7c9ce6d56b041:0x6783525137f24a95!8m2!3d19.062592!4d72.8789558!16s%2Fg%2F11vm5tm_gg!19sChIJQbBWbc7J5zsRlUryN1FSg2c?authuser=0&hl=en&rclk=1,AASIF CLOTHES,NA,,,"z=16,x=46035,y=29231"
JVfZggb3I5zsRt_YqoKrNOfY,S.G. Barve Road,Clothing store,NA,19.0623041,72.8837434,Avaliable,In-store shopping,https://www.google.com/maps/place/Dhanashree+Cloth+Stores+-+Best+Matching+Center/data=!4m7!3m6!1s0x3be7c8bd8160f655:0xf639cdaaa02af6b7!8m2!3d19.0623041!4d72.8837434!16s%2Fg%2F1ptx6td68!19sChIJVfZggb3I5zsRt_YqoKrNOfY?authuser=0&hl=en&rclk=1,Dhanashree Cloth Stores - Best Matching Center,NA,,,"z=16,x=46036,y=29231"
JmWW9aJbI5zsRdLlTlsYVO_Q,"Shop No. 3, B Wing, Kurla Kadam Housing Society Li, Akbar Sultan Khan Chowk, Bhiva Bapu Magre Marg, Nehru Nagar, Kurla East",Pharmacy, 098339 27305,19.0647081,72.8822332,Avaliable,Delivery,https://www.google.com/maps/place/Maruti+medical+stores/data=!4m7!3m6!1s0x3be7c89668bd6599:0xf43b15c69653b974!8m2!3d19.0647081!4d72.8822332!16s%2Fg%2F1pv02548b!19sChIJmWW9aJbI5zsRdLlTlsYVO_Q?authuser=0&hl=en&rclk=1,Maruti medical stores,3.0 stars 4 Reviews,3,4,"z=16,x=46035,y=29231"
JLx6BeJbI5zsRdTxAwnciRIE,"Al/AH/768,S.G. Barve Road Police Colony",Cell phone store,098214 12193,19.0647393,72.881119,Avaliable,NA,https://www.google.com/maps/place/Prince+Store/data=!4m7!3m6!1s0x3be7c89678811e2f:0x81442277c2403c75!8m2!3d19.0647393!4d72.881119!16s%2Fg%2F1vp6ynm3!19sChIJLx6BeJbI5zsRdTxAwnciRIE?authuser=0&hl=en&rclk=1,Prince Store,NA,,,"z=16,x=46035,y=29231"
JudPXsZbJ5zsRSt_R_t9LE4s,01,Tea store,093693 01635,19.0589169,72.8801629,Avaliable,NA,https://www.google.com/maps/place/Khan+Tea+Shop/data=!4m7!3m6!1s0x3be7c996b1d7d3b9:0x8b134bdffed1df4a!8m2!3d19.0589169!4d72.8801629!16s%2Fg%2F11t870s0hh!19sChIJudPXsZbJ5zsRSt_R_t9LE4s?authuser=0&hl=en&rclk=1,Khan Tea Shop,NA,,,"z=16,x=46035,y=29232"
JJaQ3j73I5zsR795wRzMNY34,"Shop No. C, 9, SG Barve Marg",General store, 098196 74076,19.0622521,72.8830851,Avaliable,In-store shopping,https://www.google.com/maps/place/Mahalaxmi+General+Merchant/data=!4m7!3m6!1s0x3be7c8bd8f37a425:0x7e630d334770deef!8m2!3d19.0622521!4d72.8830851!16s%2Fg%2F1ptwb8m60!19sChIJJaQ3j73I5zsR795wRzMNY34?authuser=0&hl=en&rclk=1,Mahalaxmi General Merchant,5.0 stars 5 Reviews,5,5,"z=16,x=46035,y=29231"
JbXvGmIzJ5zsR_yH1dBSpCHU,Shop No 5 Nehru Nagar Sg Barve Marg Shakar Nagar,General store,086938 02677,19.06335,72.8823737,Avaliable,NA,https://www.google.com/maps/place/Prakash+Janrdhana+Banger+Store/data=!4m7!3m6!1s0x3be7c98c98c67b6d:0x7508a91474f521ff!8m2!3d19.06335!4d72.8823737!16s%2Fg%2F11vqs_grfj!19sChIJbXvGmIzJ5zsR_yH1dBSpCHU?authuser=0&hl=en&rclk=1,Prakash Janrdhana Banger Store,NA,,,"z=16,x=46035,y=29231"
JUdNMnpXI5zsR8qgPBMwTFnc,32,Chicken & Mutton Shop, 093213 92864,19.0633544,72.8782877,Avaliable,NA,https://www.google.com/maps/place/Royal+Chicken+Shop/data=!4m7!3m6!1s0x3be7c8959e4cd351:0x771613cc040fa8f2!8m2!3d19.0633544!4d72.8782877!16s%2Fg%2F11t55_2hgd!19sChIJUdNMnpXI5zsR8qgPBMwTFnc?authuser=0&hl=en&rclk=1,Royal Chicken Shop,NA,,,"z=16,x=46035,y=29231"
